x,y,z
1.9833711591615635,-0.261241710837541,-0.1
1.9834452330221675,-0.2608303206255777,-0.1
1.983368615230919,-0.2603600935328469,-0.1
1.9831419850363257,-0.2598307821959669,-0.1
1.9827660333693777,-0.25924215760591884,-0.1
1.982241462463683,-0.2585940090807619,-0.1
1.9815689854787675,-0.25788614422929707,-0.1
1.9807493261267102,-0.25711838890586736,-0.1
1.9797832183023343,-0.2562905871564912,-0.1
1.9786714057171246,-0.25540260115652624,-0.1
1.9774146415370517,-0.25445431114006406,-0.1
1.9760136880244834,-0.25344561532126186,-0.1
1.9744693161843265,-0.25237642980781533,-0.1
1.972782305414571,-0.25124668850678417,-0.1
1.9709534431613642,-0.25005634302297736,-0.1
1.9689835245787686,-0.2488053625501152,-0.1
1.9668733521933188,-0.2474937337549773,-0.1
1.9646237355735086,-0.2461214606547538,-0.1
1.9622354910043098,-0.2446885644878141,-0.1
1.9597094411668432,-0.24319508357810962,-0.1
1.9570464148232865,-0.24164107319342587,-0.1
1.954247246507115,-0.2400266053977001,-0.1
1.9513127762187559,-0.23835176889762003,-0.1
1.9482438491267355,-0.23661666888371977,-0.1
1.945041315274382,-0.23482142686618493,-0.1
1.9417060292921473,-0.23296618050558351,-0.1
1.9382388501156051,-0.23105108343873115,-0.1
1.934640640709167,-0.2290763050999046,-0.1
1.93091226779556,-0.2270420305376104,-0.1
1.9270546015911076,-0.2249484602271175,-0.1
1.923068515546823,-0.22279580987895742,-0.1
1.9189548860953616,-0.22058431024359781,-0.1
1.9147145924038291,-0.2183142069124877,-0.1
1.9103485161324611,-0.2159857601156741,-0.1
1.905857541199189,-0.21359924451618678,-0.1
1.9012425535500737,-0.21115494900138224,-0.1
1.896504440935617,-0.208653176471439,-0.1
1.891644092692931,-0.20609424362519158,-0.1
1.886662399533749,-0.20347848074348546,-0.1
1.8815602533382667,-0.20080623147023724,-0.1
1.8763385469547753,-0.19807785259137517,-0.1
1.8709981740050674,-0.19529371381183647,-0.1
1.865540028695577,-0.1924541975307916,-0.1
1.8599650056342159,-0.18955969861526273,-0.1
1.854273999652867,-0.1866106241723023,-0.1
1.8484679056354882,-0.1836073933198904,-0.1
1.842547618351778,-0.18055043695670828,-0.1
1.8365140322963471,-0.1774401975309413,-0.1
1.8303680415333525,-0.17427712880826124,-0.1
1.8241105395465176,-0.17106169563913243,-0.1
1.8177424190944964,-0.16779437372558478,-0.1
1.8112645720715015,-0.1644756493875908,-0.1
1.804677889373141,-0.16110601932918162,-0.1
1.7979832607673916,-0.15768599040443193,-0.1
1.7911815747706363,-0.15421607938344098,-0.1
1.7842737185286917,-0.15069681271843188,-0.1
1.7772605777027626,-0.1471287263100896,-0.1
1.7701430363602222,-0.143512365274249,-0.1
1.7629219768701743,-0.1398482837090511,-0.1
1.7555982798036807,-0.13613704446266828,-0.1
1.7481728238386054,-0.13237921890170687,-0.1
1.7406464856689703,-0.1285753866803856,-0.1
1.7330201399187495,-0.1247261355105867,-0.1
1.7252946590600224,-0.12083206093287402,-0.1
1.7174709133353836,-0.11689376608856447,-0.1
1.7095497706845437,-0.1129118614929424,-0.1
1.701532096675021,-0.10888696480969609,-0.1
1.6934187544368424,-0.10481970062665787,-0.1
1.685210604601165,-0.1007107002329208,-0.1
1.6769085052427313,-0.0965606013974057,-0.1
1.668513311826068,-0.09237004814894761,-0.1
1.6600258771553447,-0.08813969055796547,-0.1
1.6514470513278,-0.0838701845197801,-0.1
1.642777681690647,-0.07956219153963595,-0.1
1.6340186128013763,-0.0752163785194872,-0.1
1.6251706863913598,-0.07083341754659783,-0.1
1.6162347413326779,-0.06641398568400839,-0.1
1.6072116136080716,-0.06195876476291426,-0.1
1.5981021362839456,-0.05746844117700292,-0.1
1.5889071394863266,-0.05294370567878953,-0.1
1.5796274503796948,-0.04838525317799064,-0.1
1.5702638931486046,-0.04379378254197369,-0.1
1.56081728898201,-0.039169996398313645,-0.1
1.55128845606021,-0.034514600939492046,-0.1
1.5416782095443309,-0.02982830572976189,-0.1
1.531987361568267,-0.025111823514210374,-0.1
1.5222167212329978,-0.020365870030042144,-0.1
1.5123670946031949,-0.015591163820101422,-0.1
1.5024392847060517,-0.010788426048659622,-0.1
1.4924340915322478,-0.0059583803194805385,-0.1
1.4823523120389754,-0.001101752496181635,-0.1
