x,y,z
1.9834075295180078,-0.2612119980154606,-0.1
1.9834525642960783,-0.26077652331013645,-0.1
1.9833357196075427,-0.2602911697670006,-0.1
1.9830575754401891,-0.25975546248515563,-0.1
1.9826187303909346,-0.2591689433632688,-0.1
1.982019801270555,-0.25853117126457387,-0.1
1.9812614227058822,-0.2578417221706131,-0.1
1.9803442467398344,-0.2571001893237512,-0.1
1.9792689424295922,-0.2563061833584952,-0.1
1.9780361954432641,-0.25545933242166896,-0.1
1.9766467076553618,-0.2545592822815013,-0.1
1.9751011967413945,-0.2536056964256923,-0.1
1.9734003957719135,-0.2525982561485389,-0.1
1.971545052806306,-0.25153666062720487,-0.1
1.9695359304866384,-0.25042062698723017,-0.1
1.9673738056318557,-0.2492498903573873,-0.1
1.96505946883262,-0.24802420391399502,-0.1
1.9625937240470788,-0.24674333891481268,-0.1
1.9599773881978324,-0.2454070847226431,-0.1
1.957211290770385,-0.24401524881878234,-0.1
1.954296273413325,-0.24256765680645795,-0.1
1.9512331895405055,-0.24106415240440804,-0.1
1.948022903935471,-0.23950459743075841,-0.1
1.9446662923583697,-0.23788887177735984,-0.1
1.9411642411555825,-0.23621687337475547,-0.1
1.9375176468723003,-0.2344885181479522,-0.1
1.933727415868269,-0.23270373996317714,-0.1
1.9297944639369051,-0.23086249056580127,-0.1
1.9257197159279906,-0.22896473950962126,-0.1
1.9215041053741415,-0.2270104740776923,-0.1
1.917148574121228,-0.22499969919490526,-0.1
1.9126540719629386,-0.2229324373325146,-0.1
1.9080215562796459,-0.2208087284048144,-0.1
1.9032519916817359,-0.21862862965817084,-0.1
1.898346349657572,-0.21639221555262209,-0.1
1.893305608226209,-0.21409957763625087,-0.1
1.8881307515950263,-0.21175082441254825,-0.1
1.8828227698223874,-0.20934608120097806,-0.1
1.877382658485456,-0.20688548999095974,-0.1
1.8718114183532877,-0.20436920928948668,-0.1
1.8661100550652887,-0.20179741396259382,-0.1
1.8602795788151587,-0.19917029507089679,-0.1
1.8543210040403852,-0.19648805969941474,-0.1
1.8482353491174002,-0.19375093078190025,-0.1
