x,y,z
1.9834160875790905,-0.2613219242012401,-0.1
1.9835463869119014,-0.2608627323695216,-0.1
1.98351250122634,-0.26032020267019584,-0.1
1.983315621054439,-0.2596940123448114,-0.1
1.9829569467452508,-0.25898387235283854,-0.1
1.9824376876848218,-0.2581895271174242,-0.1
1.981759061531706,-0.25731075425228594,-0.1
1.9809222934683992,-0.25634736427052646,-0.1
1.979928615468993,-0.25529920027614617,-0.1
1.9787792655833638,-0.25416613763903134,-0.1
1.9774754872381426,-0.25294808365419186,-0.1
1.9760185285546947,-0.2516449771860186,-0.1
1.9744096416843122,-0.2502567882983257,-0.1
1.9726500821607804,-0.24878351787093594,-0.1
1.9707411082704513,-0.2472251972035588,-0.1
1.968683980439942,-0.2455818876077055,-0.1
1.9664799606415324,-0.24385367998737267,-0.1
1.9641303118163136,-0.24204069440921627,-0.1
1.9616362973151236,-0.24014307966292936,-0.1
1.9589991803572637,-0.23816101281252008,-0.1
1.956220223506986,-0.2360946987391798,-0.1
1.953300688167697,-0.23394436967641125,-0.1
1.95024183409382,-0.23171028473807934,-0.1
1.9470449189202317,-0.22939272944002792,-0.1
1.9437111977091577,-0.22699201521589277,-0.1
1.9402419225144114,-0.22450847892772618,-0.1
1.9366383419628332,-0.22194248237203276,-0.1
1.9329017008527587,-0.2192944117817971,-0.1
1.9290332397693544,-0.2165646773250733,-0.1
1.9250341947166298,-0.21375371260068482,-0.1
1.9209057967658998,-0.2108619741315665,-0.1
1.9166492717205093,-0.20788994085626936,-0.1
1.912265839796572,-0.20483811361912374,-0.1
1.907756715319478,-0.2017070146595447,-0.1
1.9031231064359317,-0.1984971871009456,-0.1
1.898366214841249,-0.19520919443970675,-0.1
1.893487235521639,-0.1918436200346308,-0.1
1.8884873565112068,-0.1884010665972994,-0.1
1.883367758663369,-0.18488215568372676,-0.1
1.8781296154364073,-0.18128752718769175,-0.1
1.8727740926928538,-0.17761783883611237,-0.1
1.8673023485124045,-0.17387376568680815,-0.1
1.8617155330180497,-0.1700559996289825,-0.1
1.8560147882151177,-0.16616524888674064,-0.1
1.8502012478429086,-0.16220223752594015,-0.1
1.8442760372386031,-0.15816770496465896,-0.1
1.838240273213128,-0.15406240548754882,-0.1
1.8320950639386546,-0.14988710776432645,-0.1
1.8258415088474138,-0.14564259437264257,-0.1
1.8194806985414957,-0.14132966132555036,-0.1
1.813013714713323,-0.13694911760378597,-0.1
1.8064416300764665,-0.132501784693055,-0.1
1.799765508306495,-0.1279884961265099,-0.1
1.7929864039915229,-0.12341009703258542,-0.1
1.7861053625921586,-0.11876744368835229,-0.1
1.77912342041052,-0.11406140307853141,-0.1
1.7720416045680223,-0.10929285246030211,-0.1
1.7648609329916125,-0.10446267893402589,-0.1
1.757582414408157,-0.09957177901999562,-0.1
1.7502070483466747,-0.09462105824130851,-0.1
1.7427358251481124,-0.08961143071295158,-0.1
1.735169725982379,-0.08454381873717912,-0.1
1.727509722872332,-0.07941915240524813,-0.1
1.7197567787244459,-0.07423836920557442,-0.1
1.7119118473658685,-0.0690024136383558,-0.1
1.7039758735875934,-0.0637122368367066,-0.1
1.6959497931934797,-0.058368796194335604,-0.1
1.6878345330548405,-0.052973054999791214,-0.1
1.6796310111703532,-0.04752598207729339,-0.1
1.6713401367310199,-0.04202855143416068,-0.1
1.6629628101899405,-0.03648174191483658,-0.1
1.65449992333664,-0.030886536861511132,-0.1
1.6459523593757208,-0.025243923781328143,-0.1
1.6373209930095922,-0.019554894020160557,-0.1
1.6286066905250618,-0.013820442442935205,-0.1
1.619810309883556,-0.008041567120478071,-0.1
1.6109327008147514,-0.0022192690228468592,-0.1
1.6019747049134088,0.003645448280883312,-0.1
1.5929371557392031,0.009551578916425163,-0.1
1.5838208789193413,0.015498114991720519,-0.1
1.574626692253782,0.021484046878066904,-0.1
1.5653554058228585,0.027508363484983728,-0.1
1.556007822097126,0.03357005252887535,-0.1
1.5465847360492548,0.03966810079555111,-0.1
1.5370869352677874,0.04580149439666606,-0.1
1.527515200072607,0.051969219020148755,-0.1
1.5178703036319365,0.058170260174684185,-0.1
1.5081530120807263,0.06440360342832552,-0.1
1.4983640846402706,0.07066823464130514,-0.1
1.4885042737389025,0.07696314019312261,-0.1
1.478574325133642,0.083287307203986,-0.1
1.4685749780326347,0.08963972375068716,-0.1
1.4585069652182738,0.09601937907698807,-0.1
1.4483710131708643,0.10242526379860337,-0.1
1.4381678421927109,0.10885637010286045,-0.1
1.4278981665325126,0.11531169194312135,-0.1
1.4175626945099509,0.12179022522805016,-0.1
1.4071621286403642,0.12829096800581294,-0.1
1.3966971657593978,0.13481292064329556,-0.1
1.386168497147545,0.14135508600042487,-0.1
1.375576808654464,0.1479164695996817,-0.1
1.3649227808229942,0.15449607979089106,-0.1
1.354207089012782,0.1610929279113784,-0.1
1.3434304035234228,0.167706028441577,-0.1
1.3325933897170565,0.17433439915617516,-0.1
1.3216967081403244,0.18097706127088814,-0.1
1.3107410146456278,0.1876330395849453,-0.1
1.2997269605116073,0.1943013626193728,-0.1
1.2886551925627943,0.20098106275116268,-0.1
1.2775263532883554,0.20767117634341056,-0.1
1.2663410809598825,0.2143707438715096,-0.1
1.255100009748169,0.22107881004548055,-0.1
1.2438037698389206,0.22779442392852572,-0.1
1.232452987547353,0.23451663905188574,-0.1
1.2210482854316245,0.24124451352608484,-0.1
1.2095902824050682,0.24797711014864102,-0.1
1.1980795938471769,0.2547134965083263,-0.1
1.1865168317133008,0.26145274508605076,-0.1
1.1749026046430326,0.268193933352455,-0.1
1.163237518067231,0.27493614386228166,-0.1
1.1515221743136679,0.281678464345607,-0.1
1.1397571727112572,0.28841998779600536,-0.1
1.1279431096928476,0.29515981255572243,-0.1
1.1160805788965515,0.30189704239792753,-0.1
1.1041701712655871,0.3086307866061194,-0.1
1.0922124751466167,0.3153601600507553,-0.1
