x,y,z
1.9833483542356605,-0.2612043849649697,-0.1
1.983396520461296,-0.26081675474409854,-0.1
1.9833008702091253,-0.26038175827339904,-0.1
1.983061872405291,-0.2598992026906602,-0.1
1.9826800073760746,-0.2593689075778723,-0.1
1.9821557666120568,-0.2587907049774565,-0.1
1.9814896525328347,-0.2581644394030595,-0.1
1.9806821782524024,-0.2574899678449801,-0.1
1.979733867345323,-0.2567671597703001,-0.1
1.9786452536137964,-0.2559958971177934,-0.1
1.9774168808557546,-0.25517607428769107,-0.1
1.9760493026340646,-0.2543075981263773,-0.1
1.9745430820469785,-0.2533903879061034,-0.1
1.9728987914999034,-0.25242437529979656,-0.1
1.9711170124786097,-0.25140950435105214,-0.1
1.9691983353239664,-0.2503457314393951,-0.1
1.9671433590082952,-0.2492330252408983,-0.1
1.9649526909134376,-0.24807136668424837,-0.1
1.9626269466106188,-0.24686074890235024,-0.1
1.9601667496421882,-0.2456011771795626,-0.1
1.957572731305324,-0.24429266889465917,-0.1
1.9548455304377665,-0.24293525345960826,-0.1
1.9519857932056701,-0.2415289722542705,-0.1
1.9489941728936198,-0.24007387855710693,-0.1
1.945871329696908,-0.23857003747199879,-0.1
1.9426179305161058,-0.23701752585127447,-0.1
1.939234648754013,-0.23541643221504435,-0.1
1.9357221641150268,-0.23376685666694086,-0.1
1.9320811624069916,-0.23206891080636466,-0.1
1.9283123353455787,-0.2303227176373358,-0.1
1.9244163803612426,-0.2285284114740503,-0.1
1.9203940004087956,-0.2266861378432416,-0.1
1.9162459037796555,-0.22479605338344794,-0.1
1.911972803916779,-0.22285832574128248,-0.1
1.907575419232348,-0.220873133464811,-0.1
1.9030544729282128,-0.21884066589413054,-0.1
1.898410692819144,-0.21676112304925238,-0.1
1.8936448111589048,-0.21463471551538632,-0.1
1.888757564469179,-0.21246166432572372,-0.1
1.8837496933713662,-0.21024220084181733,-0.1
1.8786219424212747,-0.20797656663165578,-0.1
1.8733750599467156,-0.20566501334552637,-0.1
1.8680097978880275,-0.2033078025897645,-0.1
1.862526911641523,-0.20090520579848056,-0.1
1.85692715990589,-0.1984575041033625,-0.1
1.851211304531532,-0.19596498820164196,-0.1
1.8453801103728698,-0.1934279582223196,-0.1
1.8394343451435915,-0.19084672359073693,-0.1
1.8333747792748676,-0.18822160289158787,-0.1
1.8272021857765088,-0.18555292373045396,-0.1
1.8209173401010836,-0.1828410225939545,-0.1
1.8145210200109756,-0.18008624470859577,-0.1
1.8080140054483738,-0.17728894389840363,-0.1
1.8013970784081934,-0.17444948244142391,-0.1
1.7946710228139084,-0.17156823092517276,-0.1
1.787836624396286,-0.16864556810111725,-0.1
1.780894670575005,-0.16568188073826542,-0.1
1.7738459503431492,-0.16267756347594553,-0.1
1.7666912541545443,-0.15963301867584867,-0.1
1.7594313738139307,-0.15654865627341139,-0.1
1.7520671023699477,-0.15342489362861234,-0.1
1.7445992340109018,-0.1502621553762547,-0.1
1.7370285639633054,-0.14706087327580442,-0.1
1.729355888393148,-0.14382148606085504,-0.1
1.7215820043098846,-0.1405444392882858,-0.1
1.7137077094731112,-0.13723018518718014,-0.1
1.7057338023018924,-0.13387918250756736,-0.1
1.6976610817867255,-0.13049189636905487,-0.1
1.6894903474040923,-0.12706879810940647,-0.1
1.6812223990335882,-0.12361036513313349,-0.1
1.672858036877576,-0.12011708076015193,-0.1
1.6643980613833518,-0.11658943407456707,-0.1
1.6558432731677641,-0.11302791977363645,-0.1
1.6471944729442853,-0.10943303801697069,-0.1
1.6384524614524645,-0.10580529427601958,-0.1
1.629618039389756,-0.1021451991838989,-0.1
1.6206920073456637,-0.0984532683856025,-0.1
1.6116751657381863,-0.09473002238865345,-0.1
1.6025683147525096,-0.09097598641423642,-0.1
1.5933722542819133,-0.08719169024885784,-0.1
1.5840877838708585,-0.08337766809657766,-0.1
1.5747157026602145,-0.0795344584318553,-0.1
1.5652568093345836,-0.07566260385304913,-0.1
1.5557119020716894,-0.07176265093661019,-0.1
1.5460817784937892,-0.06783515009200769,-0.1
1.5363672356210671,-0.0638806554174216,-0.1
