x,y
1.98341608757909,-0.26132192420124006
1.9835017936392372,-0.2611028676012456
1.983546356855241,-0.2608630455515668
1.9835499247897508,-0.2606024146091465
1.9835126456669387,-0.2603209334478256
1.9834346683476065,-0.26001856285118696
1.9833161423045313,-0.2596952657050894
1.98315721759804,-0.25935100698989433
1.9829580448518305,-0.2589857537723939
1.9827187752290296,-0.258599475197445
1.982439560408498,-0.25819214247931566
1.982120552561382,-0.25776372889275045
1.981761904327916,-0.2573142097637597
1.9813637687944803,-0.25684356246014045
1.9809262994709071,-0.2563517663817326
1.980449650268054,-0.2558388029504196
1.9799339754756262,-0.2553046555998762
1.9793794297402676,-0.2547493097650722
1.9787861680439132,-0.25417275287153623
1.9781543456824018,-0.25357497432438664
1.977484118244366,-0.2529559654971355
1.9767756415903759,-0.2523157197202699
1.9760290718323645,-0.25165423226961975
1.9752445653133175,-0.25097150035451465
1.9744222785872334,-0.2502675231057374
1.9735623683993622,-0.24954230156327986
1.972664991666713,-0.2487958386639068
1.9717303054588362,-0.24802813922853317
1.9707584669788818,-0.2472392099494208
1.9697496335449345,-0.24642905937720075
1.9687039625716236,-0.2455976979077258
1.9676216115520055,-0.2447451377687591
1.966502738039733,-0.24387139300650598
1.9653474996314901,-0.2429764794719916
1.9641560539497096,-0.2420604148072923
1.9629285586255703,-0.24112321843162576
1.9616651712822621,-0.24016491152730332
1.9603660495185389,-0.23918551702555285
1.9590313508925357,-0.23818505959221475
1.957661232905876,-0.23716356561331875
1.9562558529880396,-0.23612106318054338
1.9548153684810148,-0.2350575820765669
1.9533399366242241,-0.23397315376031202
1.9518297145397208,-0.2328678113520915
1.9502848592176594,-0.23174158961865665
1.9487055275020382,-0.23059452495815727
1.9470918760767124,-0.22942665538501475
1.9454440614516777,-0.22823802051471478
1.9437622399496246,-0.22702866154852414
1.9420465676927559,-0.22579862125813538
1.9402972005898742,-0.22454794397024486
1.938514294323736,-0.22327667555106856
1.9366980043386635,-0.22198486339079923
1.9348484858284296,-0.22067255638801106
1.9329658937243908,-0.2193398049340131
1.9310503826838912,-0.21798666089716023
1.929102107078917,-0.21661317760712037
1.9271212209850133,-0.21521940983910767
1.925107878170449,-0.2138054137980807
1.9230622320856414,-0.21237124710291352
1.9209844358528272,-0.21091696877054103
1.9188746422559861,-0.20944263920008382
1.9167330037310093,-0.2079483201569557
1.9145596723561134,-0.2064340747569575
1.912354799842506,-0.20489996745036193
1.9101185375252758,-0.20334606400599084
1.9078510363545467,-0.20177243149529206
1.9055524468868439,-0.20017913827641381
1.9032229192767143,-0.1985662539782866
1.9008626032685736,-0.1969338494847105
1.8984716481887824,-0.19528199691845344
1.8960502029379565,-0.19361076962536458
1.893598415983498,-0.1919202421585029
1.89111643535236,-0.19021049026228792
1.8886044086240232,-0.18848159085667196
1.886062482923699,-0.1867336220213389
1.8834908049157524,-0.18496666297993283
1.880889520797331,-0.1831807940843163
1.8782587762922187,-0.18137609679886535
1.8755987166448918,-0.1795526536848001
1.8729094866147853,-0.17771054838455516
1.8701912304707673,-0.17584986560619326
1.8674440919858162,-0.17397069110786262
1.8646682144318971,-0.17207311168230213
1.8618637405750376,-0.17015721514139565
1.8590308126706019,-0.1682230903007783
1.8561695724587552,-0.1662708269644968
1.853280161160122,-0.16430051590972602
1.850362719471632,-0.1623122488715441
1.8474173875625515,-0.16030611852776727
1.844444305070701,-0.1582822184838485
1.8414436110988508,-0.1562406432578386
1.8384154442112988,-0.15418148826541528
1.8353599424306208,-0.15210484980497935
1.832277243234597,-0.15001082504282098
1.8291674835533118,-0.1478995119983575
1.8260307997664154,-0.14577100952944455
1.8228673277005591,-0.14362541731776193
1.8196772026269903,-0.1414628358542759
1.8164605592593097,-0.13928336642477923
1.8132175317513866,-0.13708711109551108
1.8099482536954308,-0.1348741726988568
1.8066528581202193,-0.13264465481913018
1.8033314774894729,-0.13039866177844006
1.7999842437003826,-0.12813629862263998
1.796611288082281,-0.12585767110736434
1.7932127413954564,-0.12356288568415146
1.7897887338301148,-0.12125204948665591
1.7863393950054742,-0.11892527031694775
1.7828648539689962,-0.1165826566319037
1.7793652391957544,-0.11422431752968874
1.7758406785879337,-0.11185036273632969
1.77229129947446,-0.10946090259238264
1.7687172286107518,-0.10705604803969247
1.765118592178602,-0.10463591060824859
1.7614955157861825,-0.10220060240313483
1.7578481244681625,-0.09975023609157585
1.7541765426859508,-0.09728492489008092
1.750480894328051,-0.09480478255168334
1.7467613027105278,-0.09230992335327948
1.7430178905775873,-0.08980046208306455
1.739250780102264,-0.08727651402806952
1.7354600928872146,-0.08473819496179572
1.7316459499656187,-0.08218562113195052
1.727808471802171,-0.0796189092482816
1.7239477782941883,-0.07703817647051439
1.7200639887728026,-0.07444354039638881
1.716157222004253,-0.07183511904979728
1.7122275961912725,-0.06921303086902583
1.7082752289745633,-0.06657739469509516
1.7043002374343637,-0.06392832976020585
1.7003027380920976,-0.06126595567628304
1.6962828469121163,-0.05859039242362718
1.6922406793035136,-0.05590176033966365
1.688176350122031,-0.05320018010779748
1.6840899736720356,-0.05048577274636981
1.6799816637085774,-0.047758659597717024
1.6758515334395203,-0.045018962317333044
1.6716996955277479,-0.04226680286313403
1.6675262620934406,-0.03950230348482578
1.6633313447164164,-0.036725586713373726
1.6591150544385491,-0.03393677535057582
1.654877501766242,-0.031135992458737827
1.6506187966729728,-0.02832336135044991
1.6463390486018947,-0.02549900557846657
1.6420383664685028,-0.02266304892568849
1.6377168586633533,-0.01981561539524454
1.6333746330548453,-0.01695682920067826
1.6290117969920552,-0.014086814756232524
1.62462845730762,-0.011205696667236614
1.62022472032068,-0.008313599720595671
1.6158006918398666,-0.005410648875376928
1.611356477166337,-0.0024969692534992927
1.6068921810968593,0.00042731386947808536
1.6024079079269469,0.0033620750734685845
1.5979037614540195,0.006307188802871622
1.5933798449806305,0.009262529375485051
1.5888362613177127,0.012227970991324
1.584273112787876,0.015203387741337171
1.5796905012287412,0.018188653616027367
1.5750885279963052,0.021183642513975864
1.5704672939683444,0.024188228250268923
1.5658268995478508,0.0272022845648284
1.5611674446665007,0.030225685130647162
1.5564890287881534,0.033258303561928104
1.5517917509123766,0.0363000134221311
1.5470757095780063,0.03935068823192178
1.5423410028667244,0.04241020147703048
1.5375877284066692,0.045478426616016004
1.5328159833760677,0.04855523708793691
1.5280258645068878,0.05164050631993139
1.523217468088517,0.0547341077347053
1.5183908899714564,0.057835914757929374
1.5135462255710386,0.06094580082554621
1.508683569871163,0.06406363939098644
1.5038030174280415,0.06718930393229769
1.4989046623739715,0.0703226679591839
1.493988598421113,0.07346360501995583
1.489054918865288,0.0766119887083958
1.4841037165897835,0.07976769267053474
1.479135084069175,0.08293059061134314
1.474149113373156,0.08610055630133709
1.469145896170374,0.08927746358309938
1.4641255237322848,0.092461186377715
1.459088086937003,0.09565159869112536
1.4540336762731678,0.09884857462039787
1.448962381843809,0.10205198835991364
1.4438742933702233,0.10526171420747427
1.4387695001958494,0.10847762657032625
1.4336480912901466,0.1116995999711067
1.4285101552524804,0.11492750905370877
1.4233557803160066,0.11816122858906675
1.4181850543515517,0.12140063348086588
1.412998064871502,0.12464559877117107
1.4077948990336833,0.12789599964598156
1.4025756436452457,0.13115171144070717
1.397340385166539,0.13441260964557064
1.3920892097149904,0.1376785699109339
1.3868222030689783,0.14094946805254946
1.381539450671695,0.14422518005674093
1.3762410376350103,0.14750558208550726
1.3709270487433285,0.1507905504815573
1.3655975684574364,0.15407996177327107
1.3602526809183455,0.15737369267959156
1.3548924699511231,0.160671620114845
1.3495170190687196,0.16397362119349326
1.344126411475786,0.16727957323481532
1.3387207300724762,0.17058935376752224
1.333300057458245,0.17390284053430408
1.327864475935633,0.17721991149631017
1.3224140675140386,0.1805404448375621
1.3169489139134831,0.18386431896930286
1.3114690965683538,0.18719141253428132
1.3059746966311463,0.19052160441096916
1.3004657949761826,0.19385477371771942
1.2949424722033211,0.19719079981685886
1.2894048086416527,0.20052956231871796
1.2838528843531762,0.20387094108560155
1.2782867791364658,0.20721481623569726
1.2727065725303188,0.21056106814692344
1.2671123438173861,0.21390957746071862
1.261504172027789,0.2172602250857711
1.2558821359427195,0.22061289220169103
1.250246314098018,0.22396746026262448
1.2445967847877404,0.2273238110008102
1.2389336260677022,0.23068182643008078
1.233256915759007,0.2340413888493081
1.2275667314515526,0.2374023808457926
1.2218631505075241,0.24076468529859954
1.216146250064861,0.24412818538184036
1.2104161070407096,0.24749276456790167
1.2046727981348524,0.2508583066306207
1.1989163998331207,0.2542246956484091
1.1931469884107808,0.25759181600732695
1.1873646399359068,0.2609595524041026
1.181569430272726,0.26432778984910604
1.175761435084946,0.2676964136692697
1.1699407298390623,0.2710653095109625
1.1641073898076388,0.2744343633428139
1.1582614900725705,0.27780346145849094
1.1524031055283241,0.28117249047942805
1.1465323108851526,0.28454133735750997
1.1406491806722905,0.2879098893777085
1.134753789241127,0.29127803416067405
1.128846210768354,0.29464565966528167
1.1229265192590892,0.29801265419113343
1.116994788549983,0.3013789063810164
1.111051092312293,0.3047443052233174
1.1050955040549413,0.3081087400543955
1.0991280971275474,0.31147210056091124
1.0931489447234337,0.3148342767821153
1.0871581198826104,0.3181951591120947
1.081155695494736,0.3215546383019806
1.07514174430205,0.3249126054621133
1.0691163389022873,0.3282689520641696
1.0630795517515637,0.33162356994325054
1.057031455167238,0.334976351299929
1.0509721213307506,0.3383271887022628
1.0449016222904342,0.34167597508776704
1.0388200299643058,0.34502260376534977
1.0327274161428273,0.3483669684172135
1.0266238524916445,0.3517089631007167
1.0205094105543022,0.3550484822502041
1.0143841617549327,0.3583854206787971
1.0082481774009164,0.3617196735801544
1.0021015286855248,0.3650511365301944
0.9959442866905319,0.3683797054887857
0.9897765223888023,0.3717052768014047
0.9835983066468544,0.37502774720075904
0.9774097102273996,0.3783470138083798
0.9712108037918535,0.38166297413618083
0.9650016579028254,0.38497552608798724
0.9587823430265785,0.38828456796103294
0.9525529295354689,0.3915899984474257
0.9463134877103558,0.3948917166355865
0.9400640877429907,0.3981896220116517
0.9338047997383758,0.40148361446085484
0.9275356937171021,0.40477359426887094
0.9212568396176614,0.40805946212313804
0.9149683072987296,0.4113411191141485
0.9086701665414305,0.41461846673671154
0.9023624870515685,0.41789140689119064
0.8960453384618421,0.4211598418847121
0.8897187903340276,0.42442367443234763
0.88338291216114,0.4276828076582717
0.8770377733695698,0.43093714509689013
0.870683443321192,0.4341865906939474
0.8643199913154541,0.4374310488076042
0.8579474865914345,0.44067042420949515
0.8515659983298813,0.4439046220857568
0.845175595655222,0.44713354803803734
0.8387763476375518,0.4503571080844767
0.8323683232945964,0.4535752086606676
0.8259515915936473,0.4567877566205924
0.8195262214534778,0.45999465923753646
0.8130922817462315,0.46319582420498007
0.8066498412992854,0.4663911596374683
0.8001989688970943,0.46958057407145676
0.7937397332830013,0.47276397646614193
0.7872722031610362,0.4759412762042628
0.7807964471976802,0.4791123830928882
0.774312534023611,0.48227720736417945
0.767820532235424,0.4854356596761351
0.7613205103973278,0.48858765111331576
0.7548125370428207,0.4917330931875468
0.7482966806763353,0.49487189783860674
0.7417730097748706,0.4980039774348909
0.735241592789589,0.5011292447740615
0.7287024981474015,0.5042476130836753
0.7221557942525195,0.5073589960217963
0.715601549487991,0.5104633076775886
0.709039832217211,0.5135604625718914
0.7024707107854065,0.5166503756577798
0.6958942535211049,0.5197329623211039
0.6893105287375743,0.5228081383810147
0.6827196047342413,0.5258758200904727
0.6761215497980934,0.5289359241367382
0.6695164322050478,0.5319883676418501
0.6629043202213099,0.5350330681630813
0.6562852821046978,0.5380699436933881
0.6496593861059575,0.5410989126618366
0.6430267004700436,0.5441198939340173
0.6363872934373874,0.5471328068124449
0.6297412332451415,0.5501375710369416
0.6230885881283977,0.5531341067850101
0.6164294263213913,0.5561223346721856
0.609763816058677,0.5591021757523821
0.6030918255762905,0.5620735515182176
0.5964135231128807,0.5650363839013308
0.5897289769108297,0.5679905952726816
0.5830382552173471,0.5709361084428399
0.5763414262855427,0.5738728466622616
0.5696385583754822,0.5768007336215494
0.5629297197552204,0.5797196934517058
0.5562149787018135,0.5826296507243691
0.5494944035023138,0.5855305304520394
0.5427680624547402,0.5884222580882928
0.5360360238690343,0.5913047595279829
0.5292983560679899,0.594177961107433
0.5225551273881706,0.5970417896046122
0.5158064061807994,0.5998961722393062
0.5090522608126367,0.6027410366732718
0.5022927596668344,0.6055763110103846
0.4955279711437705,0.6084019237967727
0.4887579636618685,0.6112178040209423
0.48198280565839347,0.6140238811138914
0.4752025655902325,0.6168200849492143
0.46841731193465447,0.6196063458431951
0.46162711319005206,0.6223825945548923
0.4548320378766666,0.6251487622862121
0.44803215453729156,0.6279047806819744
0.4412275317379621,0.6306505818299668
0.43441823806862173,0.6333860982609909
0.42760434214377435,0.6361112629488999
0.42078591260311976,0.6388260093106244
0.41396301811216596,0.6415302712061931
0.4071357273628313,0.6442239829387412
0.4003041090740216,0.6469070792545137
0.3934682319921977,0.6495794953428564
0.3866281648919188,0.6522411668362016
0.37978397657637364,0.6548920298100439
0.37293573587789375,0.6575320207829084
0.3660835116584477,0.6601610767163116
0.3592273728101225,0.6627791350147126
0.3523673882555843,0.6653861335254592
0.3455036269485273,0.6679820105387229
0.3386361578741016,0.6705667047874301
0.33176505004932927,0.6731401554471832
0.32489037252350217,0.6757023021361759
0.3180121943785631,0.6782530849151001
0.3111305847294749,0.6807924442870467
0.3042456127245682,0.6833203211974
0.2973573475458807,0.6858366570337215
0.2904658584094745,0.6883413936256335
0.2835712145657415,0.6908344732446904
0.2766734852996957,0.6933158386042441
0.26977273993124523,0.695785432859307
0.26286904781545445,0.6982431996064031
0.25596247834278785,0.7006890828834169
0.2490531009393417,0.7031230271694348
0.24214098506706133,0.7055449773845788
0.23522620022394047,0.7079548788898378
0.2283088159442121,0.7103526774868881
0.22138890179851933,0.7127383194179142
0.21446652739407746,0.7151117513654165
0.20754176237481758,0.7174729204520199
0.20061467642152003,0.7198217742402737
0.19368533925193326,0.7221582607324446
0.18675382062087656,0.7244823283703087
0.17982019032033475,0.7267939260349324
0.17288451817953288,0.7290930030464534
0.16594687406500563,0.7313795091638533
0.15900732788064503,0.7336533945847242
0.15206594956774244,0.7359146099450351
0.1451228091050151,0.7381631063188859
0.13817797650861785,0.7403988352182644
0.13123152183214692,0.7426217485927918
0.12428351516662668,0.7448317988294664
0.1173340266404864,0.7470289387524037
0.11038312641952623,0.7492131216225679
0.10343088470686658,0.7513843011375042
0.09647737174289132,0.7535424314310595
0.08952265780517289,0.7556874670731063
0.08256681320839224,0.7578193630692558
0.07560990830424076,0.7599380748605701
0.0686520134813151,0.7620435583232689
0.061693199164999955,0.7641357697684316
0.054733535817336205,0.7662146659416953
0.047773093936884024,0.7682802040229507
0.04081194405856718,0.7703323416260291
0.03385015675351434,0.7723710367983908
0.02688780262888253,0.7743962480208046
0.019924952327674342,0.7764079342070263
0.012961676528544158,0.778406054703473
0.0059980459455900165,0.7803905692888923
-0.0009658686718590492,0.7823614381740267
-0.007929996539472392,0.7843186220012788
-0.014894266838150594,0.7862620818443662
-0.021858608714275307,0.7881917792079773
-0.028822951279963982,0.7901076760274233
-0.03578722361333547,0.7920097346682816
-0.04275135475878877,0.7938979179260439
-0.04971527372728585,0.7957721890257512
-0.05667890949664996,0.7976325116216326
-0.06364219101186935,0.7994788497967383
